gameDuration;winner;firstBlood;firstTower;firstInhibitor;firstBaron;firstDragon;firstRiftHerald;t1_towerKills;t1_inhibitorKills;t1_baronKills;t1_dragonKills;t1_riftHeraldKills;t2_towerKills;t2_inhibitorKills;t2_baronKills;t2_dragonKills;t2_riftHeraldKills
2025;1;2;1;1;0;1;1;11;4;0;4;1;2;0;0;0;0
2037;1;1;2;0;0;2;0;4;0;0;2;0;5;0;0;1;0
2213;2;2;1;2;2;1;1;3;0;0;3;1;10;3;2;2;0
2882;1;2;2;2;1;2;0;9;2;1;1;0;7;2;0;2;0
2119;1;1;2;1;0;1;1;9;2;0;3;1;3;0;0;0;0
1952;2;2;2;2;2;2;2;4;0;0;0;0;10;3;1;3;1
1837;1;1;1;1;1;1;1;10;2;1;2;1;1;0;0;0;0
2225;1;1;1;2;1;2;2;8;2;2;0;0;7;2;0;4;1
1697;1;2;2;1;0;1;1;9;2;0;2;1;2;0;0;0;0
1904;1;2;2;1;0;2;2;6;1;0;2;0;5;0;0;2;1
2563;1;1;1;1;0;1;1;10;3;0;2;1;3;0;0;0;0
1829;1;1;2;1;1;1;1;11;3;1;3;1;4;0;0;0;0
2002;2;2;2;2;0;1;0;1;0;0;2;0;11;4;0;1;0
1971;2;1;1;2;2;2;1;5;0;0;0;1;8;1;1;3;0
1587;1;2;2;0;1;1;1;5;0;1;1;1;3;0;0;0;0
2655;2;1;1;2;2;2;0;7;0;0;0;0;11;5;3;5;0
1929;1;2;1;1;2;1;1;10;3;1;3;1;4;0;1;0;0
2264;1;2;2;2;1;2;0;7;1;1;2;0;8;1;1;2;0
1990;2;1;1;2;0;2;2;3;0;0;0;0;9;2;0;3;1
1565;2;1;1;2;0;2;0;2;0;0;0;0;5;1;0;2;0
1094;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1
1853;2;2;2;2;0;1;2;4;0;0;1;0;6;1;0;2;1
1162;1;1;1;0;0;1;2;3;0;0;1;0;1;0;0;0;1
1679;2;2;2;2;1;2;0;2;0;1;1;0;9;2;0;3;0
1903;2;2;1;0;2;2;0;1;0;0;0;0;5;0;1;2;0
1620;2;1;2;2;0;2;2;0;0;0;0;0;11;3;0;3;1
1343;2;2;2;0;0;1;0;1;0;0;1;0;4;0;0;1;0
1819;1;1;2;1;1;1;0;10;2;1;3;0;3;0;0;1;0
3231;2;1;2;2;1;1;1;7;2;1;3;1;10;4;2;2;0
1521;2;2;2;2;0;2;0;1;0;0;0;0;8;1;0;2;0
2154;1;2;2;1;0;2;0;11;3;0;1;0;1;0;0;1;0
1858;2;1;1;2;2;1;1;2;0;0;1;1;11;5;2;1;0
1605;1;2;1;1;0;1;0;9;1;0;3;0;1;0;0;0;0
1105;1;1;1;1;0;1;1;8;1;0;1;1;0;0;0;0;0
1649;2;2;1;2;2;1;0;3;0;0;1;0;7;1;1;1;0
1612;1;1;1;1;1;1;0;7;1;1;2;0;0;0;0;0;0
1756;1;1;1;1;0;2;1;11;3;0;1;1;3;0;0;1;0
1767;1;1;1;1;0;2;2;10;2;0;1;0;0;0;0;1;1
1604;2;2;2;2;2;2;0;0;0;0;0;0;9;2;1;2;0
2059;2;1;2;2;2;1;0;3;0;0;2;0;10;2;1;2;0
1972;2;1;2;2;0;2;2;2;0;0;0;0;9;3;0;3;1
1777;1;2;1;1;0;2;0;11;3;0;1;0;0;0;0;1;0
1096;2;2;2;2;0;2;0;0;0;0;0;0;9;1;0;2;0
2047;1;1;1;1;1;1;0;11;4;1;2;0;1;0;0;1;0
2384;1;2;2;1;2;1;2;10;2;0;4;0;4;0;1;1;1
1545;1;2;1;0;0;1;1;6;0;0;1;1;1;0;0;0;0
1859;1;1;1;1;1;1;1;11;3;1;4;1;0;0;0;0;0
1899;1;1;1;1;1;1;1;9;1;1;3;1;3;0;0;0;0
2415;2;2;2;2;2;1;2;1;0;0;1;0;11;3;3;2;1
1624;1;1;1;1;0;1;0;9;2;0;2;0;2;0;0;0;0
1781;1;2;2;1;0;1;0;9;1;0;1;0;1;0;0;0;0
977;2;2;1;0;0;2;2;2;0;0;0;0;3;0;0;1;1
1339;1;1;1;0;0;1;0;6;0;0;2;0;0;0;0;0;0
969;1;1;1;0;0;1;1;4;0;0;1;1;0;0;0;0;0
3006;2;2;1;1;2;1;0;7;1;0;1;0;11;3;2;4;0
2028;2;2;2;2;2;2;1;2;0;0;0;1;9;1;2;3;0
2059;2;2;2;2;2;1;2;2;0;0;1;0;9;2;1;3;1
2160;2;1;2;2;2;2;2;3;0;0;0;0;11;4;2;3;1
1564;1;1;1;1;0;1;2;8;1;0;1;0;1;0;0;1;1
1689;1;1;1;1;1;2;1;10;2;1;1;1;3;0;0;1;0
1544;1;2;1;1;2;1;0;8;1;0;1;0;2;0;1;0;0
2471;2;1;1;1;2;2;0;8;2;0;2;0;8;1;1;1;0
1711;2;1;2;2;0;2;0;3;0;0;1;0;9;2;0;2;0
1363;2;2;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1
982;2;2;2;0;0;2;0;0;0;0;0;0;2;0;0;1;0
1791;2;2;2;2;2;2;0;2;0;0;1;0;8;1;1;2;0
1149;1;2;1;0;0;1;0;5;0;0;1;0;0;0;0;0;0
2596;2;2;1;2;2;2;0;5;0;0;1;0;8;1;1;3;0
1998;2;2;2;2;2;1;2;3;0;0;3;0;9;1;2;0;1
2048;2;2;2;2;2;2;0;8;1;0;3;0;7;2;1;1;0
1916;2;2;2;2;0;2;2;0;0;0;0;0;9;1;0;3;1
1630;2;1;2;2;2;1;1;2;0;0;2;1;8;1;1;1;0
2256;1;1;1;1;0;1;1;11;4;0;2;1;2;0;0;2;0
1531;1;1;1;1;0;2;0;10;2;0;1;0;2;0;0;1;0
2094;1;2;2;1;1;1;0;11;2;2;4;0;6;0;0;0;0
1922;2;1;2;2;2;1;0;3;0;0;1;0;10;2;1;1;0
1487;2;2;2;2;2;2;2;2;0;0;0;0;11;3;1;1;1
2122;1;2;1;1;2;2;0;11;4;0;1;0;9;1;1;1;0
2631;2;1;2;2;2;1;0;4;0;0;3;0;10;2;2;3;0
2199;1;1;1;1;2;1;2;11;3;1;3;0;5;0;1;1;1
193;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1609;2;2;2;2;0;1;0;1;0;0;2;0;8;1;0;1;0
2750;1;1;1;1;2;1;0;9;3;0;4;0;8;1;1;0;0
1288;2;1;1;0;0;2;1;2;0;0;0;1;6;0;0;2;0
1607;2;2;2;2;0;2;0;1;0;0;0;0;9;2;0;3;0
2024;1;2;2;1;1;1;0;8;1;1;4;0;4;0;0;0;0
215;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1671;1;1;1;1;1;2;1;11;3;1;2;1;1;0;0;1;0
2101;2;2;2;2;2;2;1;5;0;0;1;1;11;4;1;2;0
2178;1;1;1;1;1;1;1;10;3;2;4;1;3;0;0;0;0
1832;1;2;1;1;1;1;0;6;1;1;2;0;3;0;0;1;0
1834;1;1;1;1;2;1;1;8;1;0;2;1;0;0;1;1;0
1893;1;2;1;1;1;1;0;8;1;1;3;0;2;0;0;0;0
1957;1;1;2;1;1;1;0;10;2;1;3;0;5;0;0;0;0
1462;1;1;1;1;0;1;0;9;1;0;2;0;1;0;0;0;0
1730;1;2;2;1;1;1;0;7;1;1;3;0;4;0;0;0;0
1341;2;1;2;2;2;2;2;2;0;0;0;0;10;2;1;2;1
2166;2;1;2;2;2;2;1;4;0;0;1;1;8;2;1;4;0
1603;2;2;1;2;2;1;0;3;0;0;1;0;7;1;1;1;0
1788;2;2;2;2;0;2;0;2;0;0;0;0;11;3;0;2;0
1974;2;1;1;2;2;2;0;3;0;0;0;0;10;3;2;2;0
2261;1;1;1;1;0;1;0;9;3;0;3;0;3;0;0;0;0
1739;1;1;1;1;1;2;1;8;1;1;1;1;1;0;0;1;0
2705;1;2;2;2;1;1;0;10;2;2;3;0;8;1;0;1;0
1361;2;2;2;2;0;2;2;1;0;0;0;0;9;2;0;2;1
2710;2;1;1;2;2;1;1;6;1;0;1;1;11;3;2;4;0
1242;2;1;2;2;0;2;2;1;0;0;0;0;5;1;0;2;1
3179;1;1;2;2;1;2;0;10;2;1;2;0;7;1;1;3;0
1513;2;1;2;2;2;1;2;2;0;0;1;0;9;2;1;2;1
2979;2;2;1;1;1;2;2;10;2;1;3;0;10;2;1;2;1
1134;2;2;2;2;0;2;1;0;0;0;0;1;6;1;0;1;0
2205;2;1;1;1;2;2;2;6;2;0;0;0;9;2;2;4;1
2232;1;2;2;1;1;1;2;7;1;1;3;0;4;0;0;0;1
1545;1;2;2;1;1;1;1;10;2;1;2;1;2;0;0;0;0
1708;1;1;1;1;0;1;0;11;5;0;3;0;0;0;0;0;0
1783;2;2;2;2;1;1;0;2;0;1;1;0;10;2;0;2;0
1830;2;1;2;2;2;2;0;2;0;0;1;0;9;1;1;2;0
1916;2;2;2;2;2;2;2;2;0;0;0;0;11;3;1;3;1
1420;2;1;2;2;0;2;2;0;0;0;0;0;9;2;0;3;1
1494;1;2;1;1;1;2;0;9;1;1;2;0;1;0;0;1;0
2425;1;1;2;2;2;1;0;7;1;1;2;0;7;1;1;3;0
1773;1;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0
1566;1;2;1;0;1;1;0;4;0;1;3;0;3;0;0;0;0
2087;2;2;1;2;0;2;0;3;0;0;0;0;10;1;0;2;0
1702;2;1;2;2;0;2;2;0;0;0;0;0;10;2;0;2;1
2013;2;1;2;2;0;2;0;1;0;0;0;0;8;1;0;2;0
1595;2;1;2;2;2;2;2;3;0;0;0;0;8;1;1;2;1
1925;2;1;2;2;2;2;1;4;0;0;0;1;11;3;1;3;0
1814;1;1;1;1;1;1;1;11;4;2;4;1;2;0;0;0;0
1702;2;1;1;2;0;1;2;1;0;0;1;0;9;1;0;2;1
1048;1;2;2;0;0;1;0;4;0;0;1;0;2;0;0;0;0
1648;1;2;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
1822;2;1;1;2;2;2;2;4;0;0;1;0;10;2;1;2;1
1646;2;2;1;2;2;2;2;2;0;0;0;0;10;2;1;3;1
1475;2;2;2;2;2;2;2;0;0;0;0;0;8;1;1;2;1
2551;1;2;1;1;1;1;2;10;3;1;4;0;4;0;1;1;1
1965;2;2;2;2;2;1;2;2;0;0;1;0;10;4;1;2;1
2196;2;1;2;1;2;1;2;5;1;0;3;0;8;1;1;2;1
1568;2;2;1;2;2;2;0;5;0;0;0;0;11;3;1;2;0
2832;2;2;1;1;2;1;0;8;3;0;2;0;8;2;1;2;0
2534;2;2;1;2;2;2;1;6;0;0;0;1;7;1;1;2;0
1478;1;2;1;1;0;1;0;10;1;0;2;0;1;0;0;0;0
2168;1;2;1;1;0;2;0;11;4;0;1;0;1;0;0;2;0
1580;1;1;1;1;0;1;0;11;3;0;2;0;0;0;0;0;0
1693;2;1;2;2;2;1;0;1;0;0;1;0;9;3;1;1;0
1654;2;1;2;2;2;2;1;8;0;0;0;1;7;1;1;3;0
1656;2;1;2;2;2;2;0;2;0;0;1;0;10;2;1;1;0
2384;1;2;1;1;1;2;2;9;1;1;2;0;6;0;0;3;1
2107;1;2;1;1;0;1;0;7;1;0;1;0;0;0;0;0;0
1794;2;2;2;2;2;1;2;1;0;0;1;0;10;1;1;2;1
1969;2;1;1;2;0;1;0;4;0;0;2;0;8;1;0;1;0
1584;1;1;2;1;1;2;2;7;1;1;1;0;5;0;0;2;1
2200;1;1;2;2;2;2;1;11;3;0;1;1;6;1;1;3;0
2301;1;2;1;1;1;1;0;11;3;1;2;0;4;0;0;0;0
1921;2;1;1;2;2;1;0;4;0;0;2;0;8;1;1;2;0
2842;1;2;2;2;1;1;0;11;5;2;3;0;6;1;0;2;0
1545;2;2;2;0;0;0;0;1;0;0;0;0;4;0;0;0;0
2116;1;1;1;1;2;2;1;10;2;1;1;1;5;0;1;3;0
2662;1;1;2;1;1;2;0;9;2;2;1;0;7;0;0;3;0
1965;1;1;1;1;0;1;0;9;1;0;2;0;1;0;0;0;0
1289;2;2;2;0;0;2;2;0;0;0;0;0;6;0;0;2;1
1993;1;2;1;1;1;1;1;11;4;2;3;1;2;0;0;0;0
1823;1;1;1;1;0;1;0;10;1;0;2;0;1;0;0;0;0
1509;2;2;2;2;0;2;0;1;0;0;0;0;7;2;0;1;0
2452;1;2;2;2;1;1;2;8;1;1;3;0;9;1;0;0;1
2718;2;2;1;2;2;2;1;5;1;0;0;1;11;6;1;4;0
1748;2;1;2;2;2;2;0;1;0;0;0;0;8;1;1;2;0
1543;1;1;1;1;1;2;0;11;3;1;0;0;2;0;0;1;0
1744;1;2;1;1;1;1;1;10;1;1;3;1;2;0;0;0;0
2426;2;2;2;2;2;2;2;7;0;1;0;0;9;1;1;4;1
1843;2;2;2;2;0;2;2;3;0;0;2;0;10;2;0;1;1
1793;2;2;2;2;2;2;2;3;0;0;0;0;8;1;1;3;1
2007;2;2;2;2;0;2;0;4;0;0;1;0;7;1;0;2;0
2150;1;1;2;1;1;1;2;7;1;1;2;0;7;0;0;1;1
2147;1;2;2;1;1;2;0;8;1;1;1;0;4;0;0;2;0
2418;2;1;2;2;2;2;0;3;0;0;1;0;11;6;2;2;0
1878;1;2;1;1;1;1;1;9;2;1;3;1;3;0;0;0;0
1723;1;2;2;1;0;1;0;9;2;0;2;0;2;0;0;0;0
2028;1;2;1;1;1;2;2;11;3;2;1;0;5;1;0;2;1
1273;2;1;2;2;0;2;2;0;0;0;0;0;8;1;0;2;1
1866;1;2;2;1;1;2;0;10;2;1;1;0;4;0;0;2;0
2209;2;2;1;2;2;1;2;2;0;0;1;0;8;3;1;4;1
1880;1;1;2;1;1;2;2;6;1;1;0;0;5;0;0;3;1
1600;2;2;1;2;2;2;1;4;0;0;0;1;7;1;1;3;0
1321;2;2;2;0;0;2;0;0;0;0;0;0;3;0;0;1;0
1487;2;2;2;2;2;2;2;0;0;0;1;0;10;1;1;1;1
1805;1;2;2;0;1;1;0;5;0;1;1;0;3;0;0;1;0
1576;1;2;1;1;0;1;1;8;1;0;1;1;3;0;0;0;0
1547;1;2;1;1;0;2;0;10;2;0;2;0;0;0;0;1;0
2327;2;2;1;2;2;2;0;6;0;0;1;0;7;1;1;3;0
2177;2;1;2;2;0;1;2;3;0;0;1;0;10;2;0;3;1
1268;1;1;1;1;0;1;0;11;3;0;1;0;0;0;0;0;0
1807;1;2;1;1;2;1;0;6;1;0;4;0;2;0;1;0;0
2465;2;1;1;2;1;2;0;6;0;2;2;0;9;2;0;3;0
1882;1;1;1;1;0;1;0;10;2;0;3;0;0;0;0;0;0
1951;1;2;1;1;0;2;2;9;1;0;0;0;4;0;0;3;1
2325;1;2;2;1;1;2;0;11;3;1;2;0;4;0;0;2;0
1745;1;1;1;1;1;1;0;10;2;1;2;0;2;0;0;0;0
1949;1;1;1;1;0;1;0;10;2;0;2;0;1;0;0;0;0
1449;2;1;2;2;2;2;2;0;0;0;0;0;11;4;1;1;1
2456;1;1;1;2;2;1;0;8;1;0;2;0;6;1;1;2;0
1374;1;1;2;0;0;1;0;3;0;0;2;0;1;0;0;0;0
1497;2;2;2;0;0;1;0;1;0;0;1;0;7;0;0;0;0
1925;2;1;1;2;2;1;1;4;0;0;2;1;10;2;1;2;0
1454;2;2;2;2;0;2;0;1;0;0;1;0;10;2;0;1;0
2351;1;1;1;1;2;2;0;9;1;0;0;0;1;0;1;4;0
1332;1;1;1;1;1;1;1;9;1;1;1;1;0;0;0;0;0
1814;2;1;2;2;0;2;0;1;0;0;0;0;11;3;0;1;0
2196;1;1;2;1;1;2;0;11;4;1;2;0;5;0;0;2;0
1422;1;2;2;1;0;1;1;8;2;0;1;1;1;0;0;0;0
1930;2;1;1;2;1;1;2;6;0;1;1;0;11;4;0;3;1
2267;1;1;1;1;1;1;0;10;3;1;3;0;3;0;0;0;0
1821;1;2;1;1;1;2;0;11;2;1;1;0;3;0;0;3;0
1629;1;1;1;1;0;1;1;9;3;0;3;1;2;0;0;0;0
1721;2;1;1;2;2;2;2;3;0;0;0;0;9;1;1;2;1
1755;2;2;2;2;0;2;0;0;0;0;0;0;11;2;0;3;0
1903;1;1;1;1;0;1;0;10;2;0;2;0;4;0;0;0;0
936;1;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1586;1;2;2;1;1;2;2;5;1;1;1;0;3;0;0;1;1
1990;2;1;2;2;2;2;0;1;0;0;0;0;11;3;1;3;0
2968;2;2;2;1;2;1;0;8;1;0;3;0;10;3;2;2;0
2382;1;1;2;2;1;1;2;6;1;1;1;0;9;2;0;1;1
1608;1;1;1;1;0;1;1;7;1;0;2;1;2;0;0;0;0
2129;2;2;1;2;2;1;0;2;0;0;2;0;10;2;1;2;0
1927;2;1;1;2;2;1;1;4;0;0;1;1;11;4;1;3;0
2040;2;2;2;1;1;2;0;5;1;1;3;0;7;1;0;1;0
2248;2;1;1;1;2;2;0;9;2;0;1;0;8;1;1;2;0
2064;1;1;2;1;2;2;0;10;2;0;3;0;5;0;1;1;0
1950;1;1;1;1;1;1;0;7;1;1;2;0;4;0;0;1;0
1268;1;2;2;0;0;2;1;5;0;0;1;1;4;0;0;1;0
1369;2;2;2;2;2;2;2;0;0;0;0;0;10;2;1;2;1
2746;2;2;2;2;1;1;0;5;0;2;4;0;11;6;0;1;0
2353;1;1;1;1;1;1;0;11;3;2;3;0;4;0;0;0;0
2099;2;1;2;1;2;2;1;7;1;0;0;1;8;1;1;4;0
1798;2;2;1;2;2;2;0;3;0;0;0;0;9;2;1;3;0
2026;1;1;1;2;1;2;1;10;3;1;1;1;5;1;0;2;0
2283;2;2;2;2;2;2;0;5;0;0;0;0;8;2;1;3;0
196;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2284;1;1;1;1;1;1;0;10;2;1;2;0;1;0;0;2;0
1598;2;2;2;2;0;2;0;0;0;0;0;0;11;3;0;1;0
1803;2;1;2;2;2;2;2;3;0;0;1;0;8;1;2;2;1
208;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2038;2;2;2;2;2;1;0;3;0;0;1;0;10;2;1;2;0
1811;1;1;1;1;0;1;0;10;2;0;1;0;0;0;0;1;0
1525;1;2;2;0;0;1;0;5;0;0;2;0;2;0;0;0;0
1725;1;2;2;0;0;2;0;5;0;0;1;0;1;0;0;1;0
1671;2;2;2;2;2;2;0;1;0;0;0;0;11;3;1;1;0
1938;1;1;1;1;1;1;0;10;4;1;4;0;0;0;0;0;0
1996;2;1;1;2;2;1;0;4;0;0;1;0;8;1;1;2;0
2090;1;2;1;1;1;2;0;10;3;1;2;0;2;0;0;1;0
1576;2;2;2;2;2;2;2;0;0;0;0;0;11;3;1;3;1
1683;1;2;1;1;1;1;0;8;1;1;2;0;2;0;0;0;0
2400;2;2;2;2;2;1;2;5;0;0;2;0;8;1;1;2;1
2255;2;1;1;2;1;2;2;2;0;1;0;0;10;2;0;4;1
2104;1;2;1;1;1;1;0;7;2;1;4;0;3;0;0;0;0
1659;2;2;2;2;2;2;2;0;0;0;0;0;10;2;1;2;1
1780;1;2;1;1;1;1;1;11;4;1;3;1;3;0;0;0;0
2203;2;1;1;1;1;2;0;7;1;1;1;0;5;1;0;3;0
1296;2;2;2;0;0;2;2;0;0;0;0;0;6;0;0;2;1
1605;1;1;1;1;1;1;1;11;4;1;3;1;3;0;0;0;0
1733;2;2;1;2;2;2;2;2;0;0;0;0;8;1;1;3;1
2752;1;2;1;2;2;2;1;9;1;0;2;1;9;3;2;3;0
1801;2;2;2;2;2;2;2;1;0;0;0;0;8;1;1;3;1
1605;1;1;2;1;0;1;1;9;2;0;2;1;2;0;0;0;0
1579;1;1;1;1;0;1;0;8;2;0;2;0;3;0;0;0;0
2376;1;1;2;1;2;1;1;8;1;0;3;1;5;0;1;1;0
1603;1;1;1;1;0;1;1;9;1;0;2;1;1;0;0;0;0
1849;1;1;2;1;1;1;0;10;2;1;2;0;3;0;0;0;0
1843;1;1;1;0;0;1;0;6;0;0;1;0;1;0;0;1;0
2830;1;1;1;2;1;1;0;10;2;1;3;0;4;1;1;2;0
2049;1;2;1;1;1;1;0;10;2;1;2;0;1;0;0;1;0
2116;2;1;1;1;2;1;1;6;1;0;1;1;8;1;2;3;0
2108;2;2;1;2;2;2;0;5;0;0;0;0;11;3;1;3;0
1312;2;2;2;0;0;1;0;1;0;0;1;0;6;0;0;1;0
1120;1;2;1;1;0;1;0;10;2;0;1;0;0;0;0;0;0
2663;1;1;1;2;1;1;0;11;2;2;3;0;4;1;0;0;0
1426;1;2;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
1424;1;1;1;1;0;1;1;11;3;0;3;1;1;0;0;0;0
948;1;2;1;0;0;2;0;4;0;0;1;0;0;0;0;1;0
1727;2;2;2;2;2;2;2;1;0;0;0;0;10;3;1;3;1
1570;2;2;2;2;0;2;2;2;0;0;0;0;9;3;0;2;1
2628;2;1;1;2;2;1;1;7;1;1;3;1;10;3;2;3;0
1749;2;2;2;2;2;2;0;3;0;0;1;0;11;2;1;2;0
1426;2;2;2;0;0;2;0;0;0;0;0;0;4;0;0;2;0
2358;1;1;2;2;2;2;0;9;2;1;2;0;6;1;1;2;0
1563;1;1;2;1;0;1;1;9;2;0;3;1;3;0;0;0;0
1138;2;2;2;0;0;2;0;0;0;0;0;0;4;0;0;1;0
1632;2;2;2;2;0;2;2;2;0;0;1;0;11;3;0;1;1
1548;2;1;2;0;2;2;2;1;0;0;0;0;6;0;1;3;1
1779;2;1;1;2;2;2;2;5;0;0;0;0;11;3;2;3;1
1785;2;1;2;2;0;2;0;1;0;0;0;0;11;2;0;4;0
1739;2;1;2;2;2;2;2;1;0;0;0;0;9;3;1;3;1
1609;2;1;2;2;0;2;0;0;0;0;0;0;11;2;0;1;0
3066;2;2;2;2;2;2;2;4;0;0;1;0;11;5;3;3;1
1905;2;2;2;2;2;2;2;3;0;0;1;0;10;1;1;1;1
1311;1;1;1;1;0;1;1;10;2;0;2;1;0;0;0;0;0
2145;1;2;1;2;2;2;1;10;2;0;2;1;6;1;1;2;0
1315;1;1;2;0;0;2;1;7;0;0;1;1;1;0;0;1;0
3275;1;2;2;1;2;2;0;11;5;0;1;0;7;2;2;3;0
1655;1;1;2;0;1;2;1;5;0;1;2;1;4;0;0;1;0
1590;1;2;1;1;0;1;0;11;3;0;1;0;1;0;0;0;0
1876;1;2;1;1;0;1;0;10;2;0;4;0;1;0;0;0;0
1716;2;1;1;2;2;1;1;2;0;0;2;1;10;2;1;1;0
2289;1;2;2;1;1;1;0;11;3;2;4;0;6;1;0;0;0
2230;1;1;2;1;1;1;0;11;4;1;3;0;3;0;0;2;0
2283;1;1;1;1;1;2;0;10;2;1;2;0;2;0;0;1;0
1839;1;1;1;1;1;2;0;11;2;1;1;0;1;0;0;1;0
2434;1;1;2;1;1;1;1;10;1;2;5;1;6;0;0;0;0
205;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1203;2;2;2;2;0;2;2;0;0;0;0;0;7;1;0;2;1
2855;2;1;2;1;1;2;0;6;1;1;2;0;11;3;1;2;0
1545;1;1;1;1;1;1;1;9;2;1;2;1;2;0;0;0;0
2157;1;2;2;1;2;2;0;10;3;0;2;0;5;1;1;1;0
1790;2;2;2;2;2;2;1;2;0;0;0;1;8;1;1;3;0
2391;2;2;2;2;2;1;2;2;0;0;2;0;9;2;1;1;1
1653;2;2;2;2;0;2;0;2;0;0;0;0;9;2;0;3;0
1658;2;1;2;2;2;2;0;2;0;0;0;0;9;2;1;3;0
937;1;1;1;1;0;1;1;8;1;0;1;1;1;0;0;0;0
2319;1;2;1;1;1;2;0;9;2;1;1;0;6;0;0;2;0
2079;1;2;2;1;2;2;0;8;2;0;2;0;1;0;1;1;0
2267;1;1;2;2;1;2;2;11;3;1;3;0;5;2;0;2;1
1875;2;2;2;2;2;2;0;1;0;0;0;0;11;2;1;3;0
1834;2;2;2;2;0;2;2;1;0;0;0;0;9;2;0;3;1
3212;1;2;2;1;1;1;0;10;5;1;1;0;6;1;1;2;0
1350;2;1;1;2;0;2;2;1;0;0;0;0;9;3;0;2;1
1830;2;1;2;2;2;1;0;6;0;0;2;0;8;1;1;1;0
1877;1;2;1;1;1;1;1;7;1;1;3;1;5;0;0;1;0
2346;1;1;2;1;1;1;0;11;4;1;3;0;3;0;0;1;0
2117;1;2;2;1;1;2;0;9;2;1;1;0;4;0;0;3;0
2613;2;2;1;1;1;2;2;11;3;2;1;0;9;1;1;4;1
2255;2;1;2;2;2;1;0;2;0;0;1;0;10;3;1;3;0
1989;1;2;1;1;1;2;1;11;2;1;2;1;1;0;0;1;0
1621;1;1;1;1;1;1;1;11;4;1;3;1;0;0;0;0;0
1456;1;2;1;1;1;1;1;8;1;1;3;1;3;0;0;0;0
1432;2;2;2;2;2;2;2;0;0;0;0;0;9;2;1;3;1
1764;1;2;2;1;1;1;2;9;1;1;3;0;4;0;0;0;1
1845;1;1;1;1;0;1;0;11;3;0;3;0;0;0;0;0;0
1269;2;1;2;2;0;0;2;0;0;0;0;0;9;1;0;0;1
1231;1;1;1;0;0;2;1;6;0;0;0;1;2;0;0;1;0
2382;1;2;1;2;2;2;0;9;1;0;1;0;8;1;1;2;0
2291;2;2;1;2;2;2;0;8;1;0;2;0;8;2;2;2;0
1499;1;1;2;1;2;1;0;8;1;0;3;0;3;0;1;0;0
2314;2;1;1;2;1;1;2;2;0;1;1;0;10;2;0;2;1
1763;1;1;1;1;0;1;1;10;2;0;2;1;2;0;0;0;0
1300;1;1;1;1;0;1;1;11;3;0;1;1;0;0;0;0;0
1567;1;1;1;1;0;2;1;8;1;0;1;1;2;0;0;1;0
1370;1;1;1;1;0;1;1;8;1;0;2;1;0;0;0;0;0
1727;1;2;1;1;0;2;0;9;3;0;1;0;3;0;0;1;0
1496;1;2;1;1;0;1;2;9;1;0;1;0;1;0;0;0;1
1504;1;1;1;1;0;2;1;10;3;0;0;1;0;0;0;1;0
2672;2;1;1;1;2;2;0;5;1;0;2;0;9;1;2;3;0
2492;2;1;1;2;2;1;1;3;0;0;1;1;11;3;2;2;0
2014;2;1;2;2;0;2;2;1;0;0;0;0;11;4;0;3;1
2121;1;1;2;1;0;2;1;10;3;0;1;1;3;0;0;2;0
2219;1;2;1;1;2;2;0;9;2;0;1;0;4;0;1;2;0
1380;1;1;1;1;0;2;1;10;3;0;2;1;1;0;0;1;0
1906;1;1;1;1;2;2;2;7;1;0;3;0;4;0;1;1;1
1480;2;1;1;2;2;2;2;1;0;0;0;0;10;2;1;2;1
1932;2;1;1;2;1;2;1;6;1;1;1;1;9;1;0;1;0
986;1;1;1;1;0;1;0;9;1;0;2;0;0;0;0;0;0
1963;2;2;2;2;2;2;0;0;0;0;0;0;10;3;1;2;0
1959;1;1;2;1;2;2;2;8;2;0;2;0;6;0;1;2;1
895;1;1;1;1;0;0;0;11;2;0;0;0;0;0;0;0;0
1956;1;2;2;1;1;1;0;9;1;1;4;0;4;0;0;0;0
1470;1;2;1;1;1;1;1;11;3;1;1;1;0;0;0;1;0
1705;1;1;1;1;1;1;2;9;1;1;1;0;2;0;0;1;1
1941;2;2;2;2;2;1;2;3;0;0;1;0;9;2;1;2;1
2251;1;2;2;2;2;2;2;9;2;0;3;0;6;1;2;1;1
1370;1;1;1;1;0;1;0;7;1;0;2;0;0;0;0;0;0
2559;2;2;2;2;1;2;0;4;0;1;1;0;7;2;0;3;0
1823;2;2;2;2;0;2;0;5;0;0;0;0;10;2;0;2;0
2538;2;2;2;2;0;2;0;3;0;0;1;0;10;2;0;3;0
1394;2;2;2;2;2;2;1;1;0;0;0;1;10;2;1;3;0
1826;1;1;1;1;1;1;0;9;2;1;2;0;1;0;0;1;0
